SRC_ADD,PKT_ID,TO_NODE,PKT_SIZE,NUMBER_OF_PKT,NUMBER_OF_BYTE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,PKT_CLASS,Timestamp
9,11813,24,30403,210,6384630,23,699331.94,30403,HTTP-FLOOD,20/02/2018 08:37:24
1,56774,24,46627,210,9791670,23.22,1082463.46,46627,HTTP-FLOOD,20/02/2018 03:30:55
2,38658,24,58748,210,12337080,23.19,1362277.88,58748,HTTP-FLOOD,20/02/2018 02:12:41
11,10723,24,37285,210,7829850,23.18,864082.9,37285,HTTP-FLOOD,20/02/2018 11:24:48
2,19347,24,50558,210,10617180,23.19,1172364.08,50558,HTTP-FLOOD,20/02/2018 08:57:21
5,9663,24,7325,210,1538250,23.11,169267.79,7325,HTTP-FLOOD,20/02/2018 05:29:24
9,35388,21,49248,210,10342080,23,1132805.96,49248,HTTP-FLOOD,20/02/2018 10:00:58
4,19349,23,64356,210,13514760,23.13,1488871.28,64356,HTTP-FLOOD,20/02/2018 01:27:09
6,32214,24,35518,210,7458780,23.08,819812.28,35518,HTTP-FLOOD,20/02/2018 11:59:27
15,42935,24,55584,210,11672640,23.07,1282228.76,55584,HTTP-FLOOD,20/02/2018 04:40:20
17,67458,23,2839,210,596190,23.02,65340.4,2839,HTTP-FLOOD,20/02/2018 10:10:33
9,35388,23,33954,210,7130340,23,781012.29,33954,HTTP-FLOOD,20/02/2018 02:48:49
12,5368,22,53625,210,11261250,23.15,1241327.38,53625,HTTP-FLOOD,20/02/2018 08:55:31
3,41830,21,5881,210,1235010,23.16,136213.84,5881,HTTP-FLOOD,20/02/2018 12:49:01
1,72781,24,46090,210,9678900,23.22,1069996.8,46090,HTTP-FLOOD,3/7/2017 18:54
15,45119,24,51772,210,10872120,23.07,1194292.37,51772,HTTP-FLOOD,20/02/2018 10:11:05
6,10718,24,62133,210,13047930,23.08,1434129.07,62133,HTTP-FLOOD,20/02/2018 10:03:14
4,49377,21,36862,210,7741020,23.13,852799.63,36862,HTTP-FLOOD,20/02/2018 10:05:12
11,57865,24,43473,210,9129330,23.18,1007490.3,43473,HTTP-FLOOD,3/7/2017 19:37
17,53654,23,46564,210,9778440,23.02,1071683.85,46564,HTTP-FLOOD,20/02/2018 04:55:58
14,19359,23,33022,210,6934620,23.09,762640.01,33022,HTTP-FLOOD,20/02/2018 12:47:01
19,52564,23,41216,210,8655360,22.97,946626.28,41216,HTTP-FLOOD,20/02/2018 09:07:13
4,4306,23,40028,210,8405880,23.13,926044.8,40028,HTTP-FLOOD,20/02/2018 03:53:27
8,48284,21,38648,210,8116080,23.03,890006.15,38648,HTTP-FLOOD,20/02/2018 12:56:07
17,41844,22,37621,210,7900410,23.02,865858.14,37621,HTTP-FLOOD,20/02/2018 02:51:42
12,11816,23,57970,210,12173700,23.15,1341906.73,57970,HTTP-FLOOD,20/02/2018 11:30:01
6,58881,24,16635,210,3493350,23.08,383962.42,16635,HTTP-FLOOD,20/02/2018 09:15:02
13,33246,22,14764,210,3100440,23.12,341366.87,14764,HTTP-FLOOD,3/7/2017 20:26
17,19362,24,28195,210,5920950,23.02,648916.03,28195,HTTP-FLOOD,20/02/2018 04:34:04
3,72783,24,1927,210,404670,23.16,44632.56,1927,HTTP-FLOOD,20/02/2018 04:44:09
3,37566,21,65064,210,13663440,23.16,1506991.52,65064,HTTP-FLOOD,20/02/2018 02:59:14
20,75650,23,55,7085,389675,94.72,5209.67,55,HTTP-FLOOD,20/02/2018 04:41:00
17,8583,24,6552,210,1375920,23.02,150796.16,6552,HTTP-FLOOD,20/02/2018 02:04:38
4,57858,21,43680,210,9172800,23.13,1010533.55,43680,HTTP-FLOOD,3/7/2017 18:52
14,4316,24,63266,210,13285860,23.09,1461122.36,63266,HTTP-FLOOD,20/02/2018 05:30:05
5,58880,24,20739,210,4355190,23.11,479241.6,20739,HTTP-FLOOD,20/02/2018 04:50:19
6,16074,24,62518,210,13128780,23.08,1443015.49,62518,HTTP-FLOOD,20/02/2018 11:34:52
7,12903,21,58244,210,12231240,23.06,1342817.07,58244,HTTP-FLOOD,20/02/2018 11:28:16
1,38657,21,33852,210,7108920,23.22,785887,33852,HTTP-FLOOD,20/02/2018 04:20:11
15,54744,23,27977,210,5875170,23.07,645382.02,27977,HTTP-FLOOD,20/02/2018 03:29:51
14,4316,22,50122,210,10525620,23.09,1157562.91,50122,HTTP-FLOOD,20/02/2018 10:16:54
9,50436,21,39695,210,8335950,23,913067.18,39695,HTTP-FLOOD,20/02/2018 05:43:55
12,12908,22,12814,210,2690940,23.15,296622.27,12814,HTTP-FLOOD,20/02/2018 01:53:15
6,38662,24,53304,210,11193840,23.08,1230341.62,53304,HTTP-FLOOD,20/02/2018 04:30:37
6,57860,23,2869,210,602490,23.08,66221.11,2869,HTTP-FLOOD,20/02/2018 08:33:36
14,4316,23,60998,210,12809580,23.09,1408743.12,60998,HTTP-FLOOD,20/02/2018 10:28:08
7,36479,23,45038,210,9457980,23.06,1038352.37,45038,HTTP-FLOOD,3/7/2017 23:32
1,34327,23,28850,210,6058500,23.22,669763.67,28850,HTTP-FLOOD,20/02/2018 11:27:12
19,4321,22,39479,210,8290590,22.97,906731.82,39479,HTTP-FLOOD,20/02/2018 10:34:20
10,65275,23,30542,210,6413820,23.2,708633.36,30542,HTTP-FLOOD,20/02/2018 12:20:26
16,68546,22,39664,210,8329440,23.04,913928.58,39664,HTTP-FLOOD,20/02/2018 01:21:42
17,49390,24,11051,210,2320710,23.02,254341.94,11051,HTTP-FLOOD,20/02/2018 02:13:57
15,18267,22,32093,210,6739530,23.07,740331.17,32093,HTTP-FLOOD,20/02/2018 05:06:37
4,10716,21,38835,210,8155350,23.13,898444.84,38835,HTTP-FLOOD,20/02/2018 02:44:29
20,63388,25,55,7085,389675,94.72,5209.67,55,HTTP-FLOOD,20/02/2018 03:09:12
16,3226,22,37781,210,7934010,23.04,870540.94,37781,HTTP-FLOOD,4/7/2017 1:19
18,19363,22,30663,210,6439230,22.99,704907.66,30663,HTTP-FLOOD,20/02/2018 04:50:34
1,34327,24,19085,210,4007850,23.22,443065.5,19085,HTTP-FLOOD,20/02/2018 04:01:38
20,78975,25,55,7085,389675,94.72,5209.67,55,HTTP-FLOOD,20/02/2018 09:52:03
8,42928,23,63529,210,13341090,23.03,1462978.7,63529,HTTP-FLOOD,20/02/2018 10:37:11
6,4308,24,34355,210,7214550,23.08,792968.38,34355,HTTP-FLOOD,20/02/2018 04:19:47
12,41839,24,60789,210,12765690,23.15,1407161.77,60789,HTTP-FLOOD,20/02/2018 10:08:41
6,61019,23,16111,210,3383310,23.08,371867.66,16111,HTTP-FLOOD,20/02/2018 11:45:14
17,57871,24,25466,210,5347860,23.02,586107.31,25466,HTTP-FLOOD,20/02/2018 02:17:04
8,37571,23,17346,210,3642660,23.03,399452.67,17346,HTTP-FLOOD,20/02/2018 03:12:06
5,5,23,37374,210,7848540,23.11,863647.02,37374,HTTP-FLOOD,20/02/2018 11:58:25
20,61756,21,55,7085,389675,94.72,5209.67,55,HTTP-FLOOD,20/02/2018 02:01:31
5,19350,24,42571,210,8939910,23.11,983740.5,42571,HTTP-FLOOD,20/02/2018 12:15:07
15,52560,22,43089,210,9048690,23.07,993990.27,43089,HTTP-FLOOD,20/02/2018 12:52:16
3,8569,24,45426,210,9539460,23.16,1052142.46,45426,HTTP-FLOOD,20/02/2018 03:36:46
15,45119,23,37400,210,7854000,23.07,862754.67,37400,HTTP-FLOOD,20/02/2018 12:18:38
5,45109,23,3098,210,650580,23.11,71589.3,3098,HTTP-FLOOD,3/7/2017 19:21
12,42932,23,59348,210,12463080,23.15,1373805.08,59348,HTTP-FLOOD,20/02/2018 04:45:32
10,12906,24,54815,210,11511150,23.2,1271813.82,54815,HTTP-FLOOD,20/02/2018 02:23:35
7,50434,23,56178,210,11797380,23.06,1295185.39,56178,HTTP-FLOOD,20/02/2018 10:22:19
3,63194,21,46113,210,9683730,23.16,1068054.53,46113,HTTP-FLOOD,20/02/2018 03:40:38
18,71777,24,8968,210,1883280,22.99,206164.17,8968,HTTP-FLOOD,20/02/2018 08:38:49
2,23611,24,63244,210,13281240,23.19,1466533.37,63244,HTTP-FLOOD,20/02/2018 10:33:36
18,67459,23,62206,210,13063260,22.99,1430045.53,62206,HTTP-FLOOD,20/02/2018 12:47:46
5,9663,21,44693,210,9385530,23.11,1032776.17,44693,HTTP-FLOOD,20/02/2018 04:00:13
15,15,23,9472,210,1989120,23.07,218503,9472,HTTP-FLOOD,20/02/2018 09:09:47
9,54738,23,29610,210,6218100,23,681091.3,29610,HTTP-FLOOD,20/02/2018 08:32:51
5,19350,23,29251,210,6142710,23.11,675938.86,29251,HTTP-FLOOD,20/02/2018 04:34:21
20,76566,25,55,7085,389675,94.72,5209.67,55,HTTP-FLOOD,20/02/2018 10:55:54
20,69808,23,55,7085,389675,94.72,5209.67,55,HTTP-FLOOD,20/02/2018 02:25:59
12,46104,23,41770,210,8771700,23.15,966904.33,41770,HTTP-FLOOD,20/02/2018 08:36:17
5,37568,23,60290,210,12660900,23.11,1393195.24,60290,HTTP-FLOOD,20/02/2018 09:03:05
1,66355,21,39146,210,8220660,23.22,908789.21,39146,HTTP-FLOOD,20/02/2018 09:39:09
13,9671,23,38267,210,8036070,23.12,884793.14,38267,HTTP-FLOOD,20/02/2018 03:28:53
5,32213,21,30441,210,6392610,23.11,703437.66,30441,HTTP-FLOOD,20/02/2018 03:57:16
6,46,21,16767,210,3521070,23.08,387009.19,16767,HTTP-FLOOD,20/02/2018 04:55:55
9,71768,23,3439,210,722190,23,79104.12,3439,HTTP-FLOOD,20/02/2018 09:52:47
11,47195,22,4800,210,1008000,23.18,111240.39,4800,HTTP-FLOOD,3/7/2017 22:19
13,51532,24,43541,210,9143610,23.12,1006736.3,43541,HTTP-FLOOD,20/02/2018 10:42:57
15,22531,23,57647,210,12105870,23.07,1329818.68,57647,HTTP-FLOOD,20/02/2018 11:27:49
17,17,24,49556,210,10406760,23.02,1140545.59,49556,HTTP-FLOOD,20/02/2018 01:59:31
3,19348,23,15210,210,3194100,23.16,352289.15,15210,HTTP-FLOOD,20/02/2018 08:52:17
4,38660,24,16312,210,3425520,23.13,377376.91,16312,HTTP-FLOOD,20/02/2018 05:27:10
3,63194,23,9598,210,2015580,23.16,222305.8,9598,HTTP-FLOOD,3/7/2017 18:23
10,4312,24,61964,210,13012440,23.2,1437684.42,61964,HTTP-FLOOD,20/02/2018 04:15:19
3,15017,21,24366,210,5116860,23.16,564357.48,24366,HTTP-FLOOD,20/02/2018 03:54:18
18,25778,24,7329,210,1539090,22.99,168485.41,7329,HTTP-FLOOD,20/02/2018 08:41:54
8,4310,24,32394,210,6802740,23.03,745985.8,32394,HTTP-FLOOD,20/02/2018 09:58:50
6,15020,21,24272,210,5097120,23.08,560236.6,24272,HTTP-FLOOD,20/02/2018 11:23:53
18,16086,24,15278,210,3208380,22.99,351223.93,15278,HTTP-FLOOD,20/02/2018 11:18:52
5,7479,23,30703,210,6447630,23.11,709492.01,30703,HTTP-FLOOD,3/7/2017 18:17
19,65284,22,36479,210,7660590,22.97,837829.48,36479,HTTP-FLOOD,20/02/2018 12:41:58
10,71769,23,49824,210,10463040,23.2,1156012.99,49824,HTTP-FLOOD,20/02/2018 03:17:52
7,31122,23,54915,210,11532150,23.06,1266066.89,54915,HTTP-FLOOD,20/02/2018 08:52:03
10,1036,24,45094,210,9469740,23.2,1046267.85,45094,HTTP-FLOOD,20/02/2018 08:52:34
2,11806,23,31057,210,6521970,23.19,720165.18,31057,HTTP-FLOOD,20/02/2018 09:07:59
5,10717,24,19161,210,4023810,23.11,442776.81,19161,HTTP-FLOOD,20/02/2018 05:29:34
15,64295,24,42611,210,8948310,23.07,982963.62,42611,HTTP-FLOOD,20/02/2018 11:33:23
10,34336,22,47454,210,9965340,23.2,1101024.41,47454,HTTP-FLOOD,20/02/2018 08:36:14
4,69623,24,45452,210,9544920,23.13,1051528.64,45452,HTTP-FLOOD,3/7/2017 23:39
14,34340,24,54586,210,11463060,23.09,1260658.57,54586,HTTP-FLOOD,20/02/2018 11:22:00
12,49385,23,42664,210,8959440,23.15,987598.91,42664,HTTP-FLOOD,3/7/2017 18:17
12,44023,23,18691,210,3925110,23.15,432664.8,18691,HTTP-FLOOD,20/02/2018 09:26:24
3,36475,21,20113,210,4223730,23.16,465850.86,20113,HTTP-FLOOD,20/02/2018 11:45:08
16,41843,24,30309,210,6364890,23.04,698372.87,30309,HTTP-FLOOD,20/02/2018 10:24:37
9,11813,21,58639,210,12314190,23,1348818.4,58639,HTTP-FLOOD,3/7/2017 22:23
7,35386,24,43535,210,9142350,23.06,1003700.66,43535,HTTP-FLOOD,20/02/2018 10:39:19
17,26802,22,2558,210,537180,23.02,58873.11,2558,HTTP-FLOOD,20/02/2018 11:34:35
15,54744,24,18306,210,3844260,23.07,422288.42,18306,HTTP-FLOOD,20/02/2018 10:04:30
17,15031,22,55263,210,11605230,23.02,1271893.84,55263,HTTP-FLOOD,20/02/2018 12:50:47
5,36477,24,35136,210,7378560,23.11,811930.8,35136,HTTP-FLOOD,20/02/2018 10:48:05
10,10722,24,41714,210,8759940,23.2,967845.33,41714,HTTP-FLOOD,20/02/2018 01:05:07
7,42927,23,21578,210,4531380,23.06,497481.4,21578,HTTP-FLOOD,20/02/2018 12:41:59
12,71771,23,31083,210,6527430,23.15,719518.49,31083,HTTP-FLOOD,20/02/2018 08:29:48
1,48277,21,46412,210,9746520,23.22,1077472.15,46412,HTTP-FLOOD,20/02/2018 10:52:18
14,61027,22,42888,210,9006480,23.09,990494.36,42888,HTTP-FLOOD,20/02/2018 02:05:09
4,32212,23,23915,210,5022150,23.13,553271.75,23915,HTTP-FLOOD,20/02/2018 09:47:21
18,59982,24,46359,210,9735390,22.99,1065740.94,46359,HTTP-FLOOD,20/02/2018 08:36:51
6,54735,21,52585,210,11042850,23.08,1213745.95,52585,HTTP-FLOOD,3/7/2017 23:51
8,12904,24,2538,210,532980,23.03,58446.38,2538,HTTP-FLOOD,20/02/2018 05:11:18
9,33242,21,58952,210,12379920,23,1356018.05,58952,HTTP-FLOOD,20/02/2018 10:58:37
19,20351,23,1440,210,302400,22.97,33073.12,1440,HTTP-FLOOD,20/02/2018 10:32:44
1,58876,23,14429,210,3030090,23.22,334974.7,14429,HTTP-FLOOD,20/02/2018 01:47:43
16,47200,23,33273,210,6987330,23.04,766668.66,33273,HTTP-FLOOD,20/02/2018 04:39:28
5,37568,21,31901,210,6699210,23.11,737175.67,31901,HTTP-FLOOD,20/02/2018 10:02:46
5,7479,21,14807,210,3109470,23.11,342163.58,14807,HTTP-FLOOD,20/02/2018 04:22:25
8,13930,23,48084,210,10097640,23.03,1107303.24,48084,HTTP-FLOOD,20/02/2018 11:34:09
9,62111,21,31466,210,6607860,23,723783.14,31466,HTTP-FLOOD,20/02/2018 10:45:16
19,46111,23,45209,210,9493890,22.97,1038335.29,45209,HTTP-FLOOD,20/02/2018 03:33:33
19,49392,23,12752,210,2677920,22.97,292880.88,12752,HTTP-FLOOD,20/02/2018 09:44:55
11,27889,23,49443,210,10383030,23.18,1145845.53,49443,HTTP-FLOOD,20/02/2018 12:55:34
7,47,23,20516,210,4308360,23.06,472996.96,20516,HTTP-FLOOD,20/02/2018 10:01:01
12,3222,24,13141,210,2759610,23.15,304191.76,13141,HTTP-FLOOD,20/02/2018 11:23:06
9,1035,23,16398,210,3443580,23,377187.95,16398,HTTP-FLOOD,20/02/2018 09:02:42
1,23610,24,37182,210,7808220,23.22,863194.21,37182,HTTP-FLOOD,20/02/2018 11:40:28
5,38661,21,44352,210,9313920,23.11,1024896.26,44352,HTTP-FLOOD,20/02/2018 04:17:52
1,39682,23,36360,210,7635600,23.22,844111.17,36360,HTTP-FLOOD,20/02/2018 09:39:06
16,15030,24,41049,210,8620290,23.04,945841.43,41049,HTTP-FLOOD,20/02/2018 09:48:53
5,2123,21,51836,210,10885560,23.11,1197838.26,51836,HTTP-FLOOD,20/02/2018 10:54:39
8,4310,21,27968,210,5873280,23.03,644061.58,27968,HTTP-FLOOD,20/02/2018 03:45:34
14,2132,23,64896,210,13628160,23.09,1498767.06,64896,HTTP-FLOOD,20/02/2018 02:11:59
18,19363,24,63570,210,13349700,22.99,1461402.35,63570,HTTP-FLOOD,20/02/2018 01:26:18
14,49387,24,22281,210,4679010,23.09,514577.62,22281,HTTP-FLOOD,3/7/2017 23:32
15,11819,23,50310,210,10565100,23.07,1160566.51,50310,HTTP-FLOOD,20/02/2018 09:58:35
13,30075,24,28534,210,5992140,23.12,659750.89,28534,HTTP-FLOOD,20/02/2018 03:28:53
10,37573,23,27551,210,5785710,23.2,639236.39,27551,HTTP-FLOOD,20/02/2018 03:48:24
5,13927,23,13043,210,2739030,23.11,301400.66,13043,HTTP-FLOOD,20/02/2018 12:39:04
10,11814,22,1975,210,414750,23.2,45823.81,1975,HTTP-FLOOD,3/7/2017 19:05
18,13940,23,24449,210,5134290,22.99,562054.84,24449,HTTP-FLOOD,20/02/2018 09:28:12
16,64296,23,25672,210,5391120,23.04,591528.2,25672,HTTP-FLOOD,20/02/2018 11:42:26
16,12912,23,12996,210,2729160,23.04,299450.78,12996,HTTP-FLOOD,20/02/2018 04:40:54
12,63203,24,61169,210,12845490,23.15,1415958.13,61169,HTTP-FLOOD,20/02/2018 01:59:35
8,8,23,46721,210,9811410,23.03,1075915.37,46721,HTTP-FLOOD,20/02/2018 03:46:08
13,2131,23,58532,210,12291720,23.12,1353351.77,58532,HTTP-FLOOD,20/02/2018 03:06:41
18,54747,22,43396,210,9113160,22.99,997624.92,43396,HTTP-FLOOD,3/7/2017 23:49
5,36477,23,12594,210,2644740,23.11,291025.06,12594,HTTP-FLOOD,3/7/2017 20:01
9,41836,24,870,210,182700,23,20011.8,870,HTTP-FLOOD,20/02/2018 09:17:44
14,62116,24,37634,210,7903140,23.09,869153.72,37634,HTTP-FLOOD,20/02/2018 10:32:09
6,17166,21,65486,210,13752060,23.08,1511521.68,65486,HTTP-FLOOD,20/02/2018 09:11:38
2,44013,21,63331,210,13299510,23.19,1468550.77,63331,HTTP-FLOOD,20/02/2018 11:51:43
10,2128,22,38422,210,8068620,23.2,891464.57,38422,HTTP-FLOOD,20/02/2018 01:42:16
17,45121,22,9146,210,1920660,23.02,210497.82,9146,HTTP-FLOOD,20/02/2018 09:20:19
9,36481,23,17437,210,3661770,23,401087.1,17437,HTTP-FLOOD,20/02/2018 04:23:18
3,28972,21,32303,210,6783630,23.16,748191.73,32303,HTTP-FLOOD,20/02/2018 10:57:45
18,24723,22,10317,210,2166570,22.99,237176.15,10317,HTTP-FLOOD,20/02/2018 08:28:58
15,72795,23,27753,210,5828130,23.07,640214.72,27753,HTTP-FLOOD,20/02/2018 03:42:54
5,26790,24,49813,210,10460730,23.11,1151090.31,49813,HTTP-FLOOD,20/02/2018 02:54:47
7,30069,24,33877,210,7114170,23.06,781035.2,33877,HTTP-FLOOD,20/02/2018 01:07:47
9,8575,23,18536,210,3892560,23,426366.38,18536,HTTP-FLOOD,20/02/2018 04:00:22
15,11819,24,3223,210,676830,23.07,74349.15,3223,HTTP-FLOOD,20/02/2018 01:14:27
5,1031,23,62799,210,13187790,23.11,1451173.79,62799,HTTP-FLOOD,20/02/2018 04:49:20
18,20350,23,53093,210,11149530,22.99,1220547.98,53093,HTTP-FLOOD,20/02/2018 01:32:13
17,47201,22,64383,210,13520430,23.02,1481793.26,64383,HTTP-FLOOD,20/02/2018 11:11:54
13,24718,22,59698,210,12536580,23.12,1380311.52,59698,HTTP-FLOOD,20/02/2018 12:30:15
14,70684,24,6973,210,1464330,23.09,161040.78,6973,HTTP-FLOOD,20/02/2018 02:02:02
4,58879,21,45390,210,9531900,23.13,1050094.28,45390,HTTP-FLOOD,20/02/2018 05:10:21
10,61023,22,32559,210,6837390,23.2,755431.65,32559,HTTP-FLOOD,4/7/2017 0:27
9,18261,24,26152,210,5491920,23,601550.14,26152,HTTP-FLOOD,20/02/2018 05:02:46
15,20347,24,39789,210,8355690,23.07,917864.85,39789,HTTP-FLOOD,20/02/2018 08:33:50
5,68535,23,49383,210,10370430,23.11,1141153.77,49383,HTTP-FLOOD,20/02/2018 12:28:43
13,47197,22,23547,210,4944870,23.12,544443.62,23547,HTTP-FLOOD,20/02/2018 08:38:38
18,57872,22,42644,210,8955240,22.99,980337.29,42644,HTTP-FLOOD,20/02/2018 09:48:03
4,18256,24,9130,210,1917300,23.13,211221.87,9130,HTTP-FLOOD,20/02/2018 05:18:12
5,39686,21,40647,210,8535870,23.11,939280.26,40647,HTTP-FLOOD,20/02/2018 03:08:10
18,55801,24,15514,210,3257940,22.99,356649.3,15514,HTTP-FLOOD,20/02/2018 08:44:47
18,69637,23,21660,210,4548600,22.99,497938.88,21660,HTTP-FLOOD,20/02/2018 08:44:26
1,22517,21,6184,210,1298640,23.22,143563.9,6184,HTTP-FLOOD,4/7/2017 0:57
5,55788,23,65034,210,13657140,23.11,1502820.69,65034,HTTP-FLOOD,20/02/2018 03:45:53
8,18260,24,16257,210,3413970,23.03,374374.61,16257,HTTP-FLOOD,20/02/2018 01:31:52
3,69622,23,45733,210,9603930,23.16,1059253.09,45733,HTTP-FLOOD,20/02/2018 09:56:32
19,52564,22,51011,210,10712310,22.97,1171592.42,51011,HTTP-FLOOD,20/02/2018 10:53:08
13,69632,22,24924,210,5234040,23.12,576282.03,24924,HTTP-FLOOD,20/02/2018 09:59:38
10,61023,24,18547,210,3894870,23.2,430326.2,18547,HTTP-FLOOD,20/02/2018 12:02:42
14,51533,23,59499,210,12494790,23.09,1374123.85,59499,HTTP-FLOOD,20/02/2018 10:55:09
20,68919,25,55,7085,389675,94.72,5209.67,55,HTTP-FLOOD,3/7/2017 18:02
6,2124,23,57126,210,11996460,23.08,1318559.5,57126,HTTP-FLOOD,20/02/2018 01:00:35
4,40740,21,5932,210,1245720,23.13,137236.38,5932,HTTP-FLOOD,20/02/2018 09:26:55
4,65269,23,21130,210,4437300,23.13,488840.98,21130,HTTP-FLOOD,20/02/2018 11:51:39
9,16077,21,64232,210,13488720,23,1477468.98,64232,HTTP-FLOOD,20/02/2018 02:16:37
11,66365,22,64226,210,13487460,23.18,1488442.75,64226,HTTP-FLOOD,20/02/2018 10:34:18
19,42939,23,47972,210,10074120,22.97,1101794.35,47972,HTTP-FLOOD,20/02/2018 03:36:43
3,23612,21,40136,210,8428560,23.16,929617.17,40136,HTTP-FLOOD,20/02/2018 12:06:56
6,72786,23,58158,210,12213180,23.08,1342379.71,58158,HTTP-FLOOD,20/02/2018 04:14:24
18,61031,22,19411,210,4076310,22.99,446236.92,19411,HTTP-FLOOD,20/02/2018 10:12:17
7,45111,24,48309,210,10144890,23.06,1113765.37,48309,HTTP-FLOOD,20/02/2018 08:56:27
15,25775,24,8207,210,1723470,23.07,189321.59,8207,HTTP-FLOOD,20/02/2018 01:37:31
10,45114,23,33589,210,7053690,23.2,779329.64,33589,HTTP-FLOOD,20/02/2018 10:32:35
4,33237,21,33434,210,7021140,23.13,773493.1,33434,HTTP-FLOOD,20/02/2018 09:16:44
3,31118,24,43617,210,9159570,23.16,1010242.98,43617,HTTP-FLOOD,20/02/2018 04:09:51
13,31128,24,7184,210,1508640,23.12,166105.36,7184,HTTP-FLOOD,20/02/2018 03:08:01
17,17177,22,9265,210,1945650,23.02,213236.64,9265,HTTP-FLOOD,20/02/2018 10:26:23
13,6461,24,40239,210,8450190,23.12,930388.88,40239,HTTP-FLOOD,20/02/2018 04:14:18
10,21435,22,61984,210,13016640,23.2,1438148.46,61984,HTTP-FLOOD,20/02/2018 11:34:02
12,34338,22,50779,210,10663590,23.15,1175447.33,50779,HTTP-FLOOD,20/02/2018 11:54:25
12,52,23,40481,210,8501010,23.15,937066.18,40481,HTTP-FLOOD,20/02/2018 09:46:52
12,58887,23,58474,210,12279540,23.15,1353573.47,58474,HTTP-FLOOD,20/02/2018 12:01:13
17,25777,24,36297,210,7622370,23.02,835385.9,36297,HTTP-FLOOD,20/02/2018 03:31:58
20,65703,25,55,7085,389675,94.72,5209.67,55,HTTP-FLOOD,20/02/2018 05:13:28
7,17167,23,13770,210,2891700,23.06,317467.74,13770,HTTP-FLOOD,20/02/2018 01:00:27
11,21436,24,23399,210,4913790,23.18,542273.72,23399,HTTP-FLOOD,20/02/2018 03:01:32
14,39695,23,27862,210,5851020,23.09,643470.29,27862,HTTP-FLOOD,20/02/2018 11:52:15
9,72789,21,24028,210,5045880,23,552693.75,24028,HTTP-FLOOD,20/02/2018 01:56:14
10,44021,23,12955,210,2720550,23.2,300581.01,12955,HTTP-FLOOD,3/7/2017 17:48
9,59973,21,61461,210,12906810,23,1413730.24,61461,HTTP-FLOOD,20/02/2018 11:28:44
16,25776,23,39177,210,8227170,23.04,902707.24,39177,HTTP-FLOOD,20/02/2018 10:02:52
9,24714,23,7897,210,1658370,23,181647.35,7897,HTTP-FLOOD,20/02/2018 02:57:31
10,25770,24,57670,210,12110700,23.2,1338055.33,57670,HTTP-FLOOD,20/02/2018 09:11:43
7,39688,24,15658,210,3288180,23.06,360995.63,15658,HTTP-FLOOD,20/02/2018 04:10:38
4,19349,21,18372,210,3858120,23.13,425034.85,18372,HTTP-FLOOD,20/02/2018 10:38:15
20,57446,25,55,7085,389675,94.72,5209.67,55,HTTP-FLOOD,20/02/2018 11:54:32
5,6453,23,41811,210,8780310,23.11,966178.24,41811,HTTP-FLOOD,20/02/2018 09:54:40
12,65277,23,27152,210,5701920,23.15,628522.54,27152,HTTP-FLOOD,20/02/2018 09:41:01
9,33242,24,33166,210,6964860,23,762886.66,33166,HTTP-FLOOD,20/02/2018 10:45:31
17,21442,22,62053,210,13031130,23.02,1428167.64,62053,HTTP-FLOOD,20/02/2018 01:01:48
10,27888,23,26695,210,5605950,23.2,619375.53,26695,HTTP-FLOOD,20/02/2018 04:29:27
6,67447,23,13517,210,2838570,23.08,311993.99,13517,HTTP-FLOOD,20/02/2018 04:58:40
14,25774,23,35780,210,7513800,23.09,826335.76,35780,HTTP-FLOOD,20/02/2018 10:09:00
13,16081,22,48548,210,10195080,23.12,1122506.01,48548,HTTP-FLOOD,20/02/2018 03:57:03
18,45122,23,36511,210,7667310,22.99,839346.56,36511,HTTP-FLOOD,20/02/2018 03:40:36
12,62114,24,34772,210,7302120,23.15,804912.55,34772,HTTP-FLOOD,20/02/2018 09:56:46
3,3,21,24283,210,5099430,23.16,562435.06,24283,HTTP-FLOOD,20/02/2018 02:32:11
10,31125,23,12391,210,2602110,23.2,287495.12,12391,HTTP-FLOOD,20/02/2018 10:03:51
10,48286,22,14129,210,2967090,23.2,327820.08,14129,HTTP-FLOOD,20/02/2018 03:38:27
3,55786,21,21314,210,4475940,23.16,493668.04,21314,HTTP-FLOOD,20/02/2018 03:26:35
4,47188,23,60407,210,12685470,23.13,1397511.45,60407,HTTP-FLOOD,20/02/2018 04:27:07
6,18258,23,10063,210,2113230,23.08,232270.14,10063,HTTP-FLOOD,3/7/2017 21:24
15,3225,22,53413,210,11216730,23.07,1232147.47,53413,HTTP-FLOOD,20/02/2018 12:52:19
19,72799,23,50693,210,10645530,22.97,1164288.77,50693,HTTP-FLOOD,20/02/2018 11:59:34
4,9662,23,55318,210,11616780,23.13,1279777.82,55318,HTTP-FLOOD,20/02/2018 02:23:23
11,5367,24,16828,210,3533880,23.18,389990.26,16828,HTTP-FLOOD,20/02/2018 02:37:09
14,42934,22,3996,210,839160,23.09,92287.25,3996,HTTP-FLOOD,20/02/2018 02:23:37
13,67454,23,48528,210,10190880,23.12,1122043.58,48528,HTTP-FLOOD,3/7/2017 20:33
